,Review_ID,Rating,Year_Month,Reviewer_Location,Branch
6142,264955552,4,missing,Indonesia,Disneyland_HongKong
6143,264856805,5,2014-5,United Arab Emirates,Disneyland_HongKong
6144,264811882,5,2014-11,Netherlands,Disneyland_HongKong
6145,264748769,4,2014-5,United States,Disneyland_HongKong
6146,264705039,5,missing,South Africa,Disneyland_HongKong
6147,264664715,5,2015-4,India,Disneyland_HongKong
6148,264650076,4,2015-4,Sweden,Disneyland_HongKong
6149,264589863,4,missing,Philippines,Disneyland_HongKong
6150,264544978,3,2015-4,United States,Disneyland_HongKong
6151,264442371,3,2015-3,Australia,Disneyland_HongKong
6152,264439682,4,2015-4,United Kingdom,Disneyland_HongKong
6153,264242314,5,2015-4,Germany,Disneyland_HongKong
6154,264227943,5,2015-3,Malaysia,Disneyland_HongKong
6155,264197998,3,2015-3,United States,Disneyland_HongKong
6156,264195104,4,missing,Philippines,Disneyland_HongKong
6157,264181894,4,2014-7,United States,Disneyland_HongKong
6158,264138093,5,2014-11,Philippines,Disneyland_HongKong
6159,264088048,3,2014-12,Philippines,Disneyland_HongKong
6160,263994107,5,2015-3,United Kingdom,Disneyland_HongKong
6161,263973064,3,2014-10,Australia,Disneyland_HongKong
6162,263900484,3,2014-10,India,Disneyland_HongKong
6163,263788150,4,2015-3,Malaysia,Disneyland_HongKong
6164,263681233,5,2014-5,India,Disneyland_HongKong
6165,263534797,2,2015-3,Philippines,Disneyland_HongKong
6166,263415598,4,2014-11,Malaysia,Disneyland_HongKong
6167,263366958,5,2015-4,United States,Disneyland_HongKong
6168,263348595,4,missing,New Zealand,Disneyland_HongKong
6169,263340482,5,2015-3,Indonesia,Disneyland_HongKong
6170,263339330,4,2015-4,China,Disneyland_HongKong
6171,263328817,5,2015-3,Malaysia,Disneyland_HongKong
6172,263313478,5,2015-1,Australia,Disneyland_HongKong
6173,263269115,3,2015-3,India,Disneyland_HongKong
6174,263188008,4,2015-3,India,Disneyland_HongKong
6175,263092816,3,2015-4,India,Disneyland_HongKong
6176,262961360,1,2015-3,Costa Rica,Disneyland_HongKong
6177,262892414,4,2014-12,Hong Kong,Disneyland_HongKong
6178,262889072,5,2014-6,Hong Kong,Disneyland_HongKong
6179,262836248,5,2014-4,South Korea,Disneyland_HongKong
6180,262826478,5,2014-4,India,Disneyland_HongKong
6181,262820828,5,2014-5,India,Disneyland_HongKong
6182,262812270,4,2015-3,Australia,Disneyland_HongKong
6183,262665892,3,2015-3,Malaysia,Disneyland_HongKong
6184,262628447,3,2015-1,Singapore,Disneyland_HongKong
6185,262623294,5,2014-12,India,Disneyland_HongKong
6186,262621165,5,2014-4,Indonesia,Disneyland_HongKong
6187,262404987,2,2015-3,United Kingdom,Disneyland_HongKong
6188,262292246,4,missing,Australia,Disneyland_HongKong
6189,262176450,5,2014-12,Hong Kong,Disneyland_HongKong
6190,262151248,5,2015-3,Australia,Disneyland_HongKong
6191,262109578,5,2015-3,Canada,Disneyland_HongKong
6192,262030553,3,missing,United Kingdom,Disneyland_HongKong
6193,261847110,4,missing,Philippines,Disneyland_HongKong
6194,261829628,3,2015-2,Australia,Disneyland_HongKong
6195,261818059,5,2015-3,Australia,Disneyland_HongKong
6196,261817275,5,2014-7,China,Disneyland_HongKong
6197,261803942,2,2014-11,Hong Kong,Disneyland_HongKong
6198,261770167,4,2015-2,United States,Disneyland_HongKong
6199,261623721,4,2014-9,Hong Kong,Disneyland_HongKong
6200,261593007,5,2014-4,Malaysia,Disneyland_HongKong
6201,261524592,4,2015-3,United States,Disneyland_HongKong
6202,261371452,5,2014-12,Malaysia,Disneyland_HongKong
6203,261251664,5,2015-3,India,Disneyland_HongKong
6204,261191550,4,2015-3,Malaysia,Disneyland_HongKong
6205,261184022,3,2015-3,Singapore,Disneyland_HongKong
6206,261174469,5,2015-3,Australia,Disneyland_HongKong
6207,261135485,2,2015-3,Singapore,Disneyland_HongKong
6208,260976233,3,missing,Indonesia,Disneyland_HongKong
6209,260676989,5,missing,Philippines,Disneyland_HongKong
6210,260639564,4,2014-4,Canada,Disneyland_HongKong
6211,260638684,5,2014-9,Australia,Disneyland_HongKong
6212,260596992,5,2015-3,United States,Disneyland_HongKong
6213,260471988,3,2015-3,Australia,Disneyland_HongKong
6214,260460233,5,2015-3,United States,Disneyland_HongKong
6215,260319736,4,2014-6,Australia,Disneyland_HongKong
6216,260300267,5,2015-2,United States,Disneyland_HongKong
6217,260240350,5,2015-2,Philippines,Disneyland_HongKong
6218,260182976,5,2014-12,Nigeria,Disneyland_HongKong
6219,260111815,5,2015-3,Germany,Disneyland_HongKong
6220,260109205,4,2014-7,India,Disneyland_HongKong
6221,259995377,5,2015-3,United Kingdom,Disneyland_HongKong
6222,259892367,4,2015-3,Singapore,Disneyland_HongKong
6223,259891012,5,2015-3,Philippines,Disneyland_HongKong
6224,259858430,5,2015-2,Australia,Disneyland_HongKong
6225,259782628,5,2014-4,Philippines,Disneyland_HongKong
6226,259762870,3,2015-3,United Kingdom,Disneyland_HongKong
6227,259709719,4,2015-3,Hong Kong,Disneyland_HongKong
6228,259708830,4,2015-3,Singapore,Disneyland_HongKong
6229,259681779,5,2015-3,Malaysia,Disneyland_HongKong
6230,259546017,4,2014-4,Malaysia,Disneyland_HongKong
6231,259521316,4,2014-4,Philippines,Disneyland_HongKong
6232,259413038,3,2014-12,Singapore,Disneyland_HongKong
6233,259355217,4,missing,South Africa,Disneyland_HongKong
6234,259297599,3,2014-4,United States,Disneyland_HongKong
6235,259199585,2,2015-2,Indonesia,Disneyland_HongKong
6236,259192529,5,2015-3,Singapore,Disneyland_HongKong
6237,259116036,4,2014-11,Singapore,Disneyland_HongKong
6238,259092606,3,2015-2,United Kingdom,Disneyland_HongKong
6239,259007669,5,2015-3,United Kingdom,Disneyland_HongKong
6240,258938727,4,2015-3,India,Disneyland_HongKong
6241,258716840,5,2014-8,China,Disneyland_HongKong
6242,258554902,4,2015-3,United States,Disneyland_HongKong
6243,258513393,4,2015-3,India,Disneyland_HongKong
6244,258407285,5,2014-12,Hong Kong,Disneyland_HongKong
6245,258373241,5,2014-4,India,Disneyland_HongKong
6246,258307647,5,2014-10,United Kingdom,Disneyland_HongKong
6247,258137430,4,2015-2,United States,Disneyland_HongKong
6248,257970910,5,2015-3,Thailand,Disneyland_HongKong
6249,257796191,4,2015-2,Indonesia,Disneyland_HongKong
6250,257780943,4,2014-10,Germany,Disneyland_HongKong
6251,257759127,4,2014-9,Hong Kong,Disneyland_HongKong
6252,257701088,4,2014-10,Canada,Disneyland_HongKong
6253,257665065,4,2015-2,Hong Kong,Disneyland_HongKong
6254,257589068,4,2015-2,Finland,Disneyland_HongKong
6255,257588960,4,2015-2,Singapore,Disneyland_HongKong
6256,257586946,4,2015-2,China,Disneyland_HongKong
6257,257577279,4,2014-10,Australia,Disneyland_HongKong
6258,257407384,5,2014-10,India,Disneyland_HongKong
6259,257353880,4,2014-10,Philippines,Disneyland_HongKong
6260,257300226,4,2015-3,United States,Disneyland_HongKong
6261,257200641,5,2014-9,India,Disneyland_HongKong
6262,257097884,1,2014-8,United Kingdom,Disneyland_HongKong
6263,257042944,4,2015-1,United Kingdom,Disneyland_HongKong
6264,257026367,4,2015-2,Norway,Disneyland_HongKong
6265,257006853,4,2014-12,Australia,Disneyland_HongKong
6266,256879054,5,2015-2,United Arab Emirates,Disneyland_HongKong
6267,256753117,5,2014-4,Belgium,Disneyland_HongKong
6268,256631912,3,2014-12,Philippines,Disneyland_HongKong
6269,256453228,5,2014-3,Hong Kong,Disneyland_HongKong
6270,256344787,5,2014-12,India,Disneyland_HongKong
6271,256271923,4,2014-12,Singapore,Disneyland_HongKong
6272,256138483,4,2015-2,United Kingdom,Disneyland_HongKong
6273,256125364,3,2014-12,United Arab Emirates,Disneyland_HongKong
6274,256112480,4,missing,United States,Disneyland_HongKong
6275,255951376,4,2015-2,India,Disneyland_HongKong
6276,255893304,5,2014-12,Singapore,Disneyland_HongKong
6277,255891294,5,2015-2,Philippines,Disneyland_HongKong
6278,255890378,4,2015-1,Philippines,Disneyland_HongKong
6279,255809322,4,2015-2,Canada,Disneyland_HongKong
6280,255726014,5,2014-12,Indonesia,Disneyland_HongKong
6281,255703269,3,2015-2,Hong Kong,Disneyland_HongKong
6282,255553535,4,2015-2,India,Disneyland_HongKong
6283,255545635,4,2014-12,Malaysia,Disneyland_HongKong
6284,255525838,5,2014-8,India,Disneyland_HongKong
6285,255315647,4,2014-3,Canada,Disneyland_HongKong
6286,255187661,2,2014-12,Hong Kong,Disneyland_HongKong
6287,255170749,3,2015-2,Norway,Disneyland_HongKong
6288,255168413,3,2015-2,China,Disneyland_HongKong
6289,255153532,3,2015-1,Hong Kong,Disneyland_HongKong
6290,255149969,5,2015-1,China,Disneyland_HongKong
6291,255149597,5,2015-2,Poland,Disneyland_HongKong
6292,255148002,4,2014-12,Hong Kong,Disneyland_HongKong
6293,255144150,3,2014-12,South Africa,Disneyland_HongKong
6294,255115534,4,2015-2,Hong Kong,Disneyland_HongKong
6295,255107018,5,2014-9,United States,Disneyland_HongKong
6296,254956949,2,2014-10,Thailand,Disneyland_HongKong
6297,254941129,5,2014-11,India,Disneyland_HongKong
6298,254878257,4,2014-12,United Arab Emirates,Disneyland_HongKong
6299,254874104,3,2014-11,Qatar,Disneyland_HongKong
6300,254801350,4,2014-8,Hong Kong,Disneyland_HongKong
6301,254800242,3,2014-3,Japan,Disneyland_HongKong
6302,254796725,4,missing,Hong Kong,Disneyland_HongKong
6303,254792013,4,2014-9,Australia,Disneyland_HongKong
6304,254789133,5,2015-1,Malaysia,Disneyland_HongKong
6305,254781262,2,2014-12,Hong Kong,Disneyland_HongKong
6306,254779757,2,2015-2,Hong Kong,Disneyland_HongKong
6307,254779749,4,2014-10,Hong Kong,Disneyland_HongKong
6308,254777586,5,2014-3,New Zealand,Disneyland_HongKong
6309,254571363,4,2015-1,Indonesia,Disneyland_HongKong
6310,254458792,5,2014-3,India,Disneyland_HongKong
6311,254389530,4,2014-6,Singapore,Disneyland_HongKong
6312,254387321,5,2015-2,Bangladesh,Disneyland_HongKong
6313,254333091,4,2014-10,Philippines,Disneyland_HongKong
6314,254313749,5,2015-2,India,Disneyland_HongKong
6315,253912229,2,2015-2,Malaysia,Disneyland_HongKong
6316,253842104,5,2014-3,India,Disneyland_HongKong
6317,253712578,1,2015-2,United States,Disneyland_HongKong
6318,253684190,5,2015-1,Hong Kong,Disneyland_HongKong
6319,253645299,5,2015-2,Philippines,Disneyland_HongKong
6320,253479234,4,missing,Chile,Disneyland_HongKong
6321,253460632,4,2015-1,Philippines,Disneyland_HongKong
6322,253458594,5,2014-10,United Arab Emirates,Disneyland_HongKong
6323,253280295,5,2015-1,United States,Disneyland_HongKong
6324,253279656,5,2014-6,India,Disneyland_HongKong
6325,253216406,4,missing,United Kingdom,Disneyland_HongKong
6326,253145183,5,missing,Australia,Disneyland_HongKong
6327,253135117,1,2014-12,Hong Kong,Disneyland_HongKong
6328,253101226,3,2014-12,United States,Disneyland_HongKong
6329,253015216,5,2015-2,Philippines,Disneyland_HongKong
6330,252807291,4,2015-1,Australia,Disneyland_HongKong
6331,252538041,3,2014-11,Singapore,Disneyland_HongKong
6332,252532418,5,2015-2,India,Disneyland_HongKong
6333,252521349,5,2014-3,United States,Disneyland_HongKong
6334,252515495,4,2015-1,Australia,Disneyland_HongKong
6335,252395045,5,missing,Saudi Arabia,Disneyland_HongKong
6336,252385216,4,2015-1,Taiwan,Disneyland_HongKong
6337,252382837,4,2015-1,Australia,Disneyland_HongKong
6338,252368699,4,2015-2,Malaysia,Disneyland_HongKong
6339,252353859,3,2014-3,Ireland,Disneyland_HongKong
6340,252219005,3,2015-2,Australia,Disneyland_HongKong
6341,252123919,3,2015-1,Australia,Disneyland_HongKong
6342,252063798,4,2015-2,United Kingdom,Disneyland_HongKong
6343,252003963,4,2014-4,Canada,Disneyland_HongKong
6344,251915017,4,2015-1,Australia,Disneyland_HongKong
6345,251902209,4,2015-1,Indonesia,Disneyland_HongKong
6346,251797885,5,2014-2,India,Disneyland_HongKong
6347,251782139,3,2014-9,Philippines,Disneyland_HongKong
6348,251772264,5,2015-1,Russia,Disneyland_HongKong
6349,251725328,5,2015-1,India,Disneyland_HongKong
6350,251648713,5,2014-7,United States,Disneyland_HongKong
6351,251647703,3,2014-4,United States,Disneyland_HongKong
6352,251641561,4,2015-1,Indonesia,Disneyland_HongKong
6353,251634627,5,2015-1,China,Disneyland_HongKong
6354,251598050,5,2015-1,India,Disneyland_HongKong
6355,251526489,4,2015-1,Indonesia,Disneyland_HongKong
6356,251507876,4,2014-12,United Kingdom,Disneyland_HongKong
6357,251388598,2,2014-12,Australia,Disneyland_HongKong
6358,251387180,5,2015-1,India,Disneyland_HongKong
6359,251379803,5,2014-11,Australia,Disneyland_HongKong
6360,251367827,5,2015-1,Hong Kong,Disneyland_HongKong
6361,251356060,4,2015-1,Philippines,Disneyland_HongKong
6362,251347257,4,2014-7,Canada,Disneyland_HongKong
6363,251343128,4,2015-1,Australia,Disneyland_HongKong
6364,251321910,5,2014-11,United Kingdom,Disneyland_HongKong
6365,251211792,5,2015-1,United States,Disneyland_HongKong
6366,251187113,3,2014-2,New Zealand,Disneyland_HongKong
6367,251067430,4,2014-12,Australia,Disneyland_HongKong
6368,251022884,4,2015-1,United Arab Emirates,Disneyland_HongKong
6369,250998689,4,2015-1,United States,Disneyland_HongKong
6370,250988035,5,2015-1,Australia,Disneyland_HongKong
6371,250879944,4,2015-1,Philippines,Disneyland_HongKong
6372,250746914,5,2014-9,India,Disneyland_HongKong
6373,250714091,4,2015-1,Singapore,Disneyland_HongKong
6374,250602947,4,missing,Australia,Disneyland_HongKong
6375,250587739,4,missing,Philippines,Disneyland_HongKong
6376,250447420,5,2015-1,India,Disneyland_HongKong
6377,250443102,4,2015-1,Australia,Disneyland_HongKong
6378,250342117,3,2014-2,United States,Disneyland_HongKong
6379,250313963,3,2015-1,United States,Disneyland_HongKong
6380,250299517,5,2015-1,India,Disneyland_HongKong
6381,250271564,4,2014-12,Philippines,Disneyland_HongKong
6382,250234159,5,2014-3,Australia,Disneyland_HongKong
6383,250231885,2,2014-4,Canada,Disneyland_HongKong
6384,250199526,4,2014-12,Singapore,Disneyland_HongKong
6385,250106181,5,2014-8,Philippines,Disneyland_HongKong
6386,250105265,5,2015-1,Australia,Disneyland_HongKong
6387,250088996,5,2015-1,Australia,Disneyland_HongKong
6388,249999864,4,2015-1,Australia,Disneyland_HongKong
6389,249963304,5,missing,Philippines,Disneyland_HongKong
6390,249934175,5,2014-12,United States,Disneyland_HongKong
6391,249794506,4,2014-6,Philippines,Disneyland_HongKong
6392,249758608,5,2014-5,Australia,Disneyland_HongKong
6393,249697093,5,2015-1,United States,Disneyland_HongKong
6394,249692232,5,2015-1,Australia,Disneyland_HongKong
6395,249685600,4,2014-12,Singapore,Disneyland_HongKong
6396,249684338,5,2014-12,Australia,Disneyland_HongKong
6397,249668724,4,2014-11,Indonesia,Disneyland_HongKong
6398,249667382,4,2015-1,South Africa,Disneyland_HongKong
6399,249595371,3,2014-7,Indonesia,Disneyland_HongKong
6400,249519266,5,2014-7,Australia,Disneyland_HongKong
6401,249498203,4,2015-1,United States,Disneyland_HongKong
6402,249431907,3,2014-12,South Africa,Disneyland_HongKong
6403,249341718,5,2014-12,United Kingdom,Disneyland_HongKong
6404,249326847,4,2014-3,United States,Disneyland_HongKong
6405,249231486,4,missing,Philippines,Disneyland_HongKong
6406,249230628,5,2014-12,India,Disneyland_HongKong
6407,249225249,4,2014-12,Australia,Disneyland_HongKong
6408,249218625,5,2014-12,Singapore,Disneyland_HongKong
6409,249217785,2,2015-1,Australia,Disneyland_HongKong
6410,249201391,4,2014-12,Australia,Disneyland_HongKong
6411,249139773,5,2014-12,United Kingdom,Disneyland_HongKong
6412,249137748,4,2014-10,Spain,Disneyland_HongKong
6413,249118690,4,2015-1,Russia,Disneyland_HongKong
6414,249079946,5,2015-1,Australia,Disneyland_HongKong
6415,249078530,5,missing,Philippines,Disneyland_HongKong
6416,249068823,5,missing,Singapore,Disneyland_HongKong
6417,249065484,4,2015-1,Australia,Disneyland_HongKong
6418,249060377,4,2015-1,Hong Kong,Disneyland_HongKong
6419,248855557,5,missing,United Kingdom,Disneyland_HongKong
6420,248851216,4,2014-8,Philippines,Disneyland_HongKong
6421,248794086,4,2014-2,Indonesia,Disneyland_HongKong
6422,248736630,4,2014-12,Hong Kong,Disneyland_HongKong
6423,248642281,5,2015-1,Indonesia,Disneyland_HongKong
6424,248574825,5,2014-12,Indonesia,Disneyland_HongKong
6425,248534492,5,2014-12,Indonesia,Disneyland_HongKong
6426,248473818,5,2015-1,United States,Disneyland_HongKong
6427,248468785,5,missing,Philippines,Disneyland_HongKong
6428,248396708,2,missing,New Zealand,Disneyland_HongKong
6429,248390485,5,missing,United States,Disneyland_HongKong
6430,248305365,4,missing,Singapore,Disneyland_HongKong
6431,248268773,3,2014-10,United Kingdom,Disneyland_HongKong
6432,248242211,5,2015-1,United States,Disneyland_HongKong
6433,248227445,4,2014-12,India,Disneyland_HongKong
6434,248203058,5,2014-11,Australia,Disneyland_HongKong
6435,248195901,5,2014-7,United States,Disneyland_HongKong
6436,248181567,4,2014-12,Australia,Disneyland_HongKong
6437,248066476,5,2014-12,Mexico,Disneyland_HongKong
6438,248053157,5,missing,Singapore,Disneyland_HongKong
6439,248037951,4,2014-11,Lithuania,Disneyland_HongKong
6440,248037449,4,2014-2,Philippines,Disneyland_HongKong
6441,248002551,3,2015-1,Australia,Disneyland_HongKong
6442,247994676,4,2014-4,Australia,Disneyland_HongKong
6443,247981149,1,2014-12,Singapore,Disneyland_HongKong
6444,247969175,5,2014-11,Malaysia,Disneyland_HongKong
6445,247965398,4,2014-12,Australia,Disneyland_HongKong
6446,247949295,4,2014-10,United States,Disneyland_HongKong
6447,247942016,4,2015-1,Spain,Disneyland_HongKong
6448,247939267,4,2014-12,Thailand,Disneyland_HongKong
6449,247912230,4,2014-3,China,Disneyland_HongKong
6450,247799839,5,missing,New Zealand,Disneyland_HongKong
6451,247708499,4,2015-1,Singapore,Disneyland_HongKong
6452,247638647,5,2014-11,Philippines,Disneyland_HongKong
6453,247527800,3,2014-12,Mauritius,Disneyland_HongKong
6454,247505299,5,2015-1,India,Disneyland_HongKong
6455,247490547,3,2014-12,Indonesia,Disneyland_HongKong
6456,247340441,3,2015-1,Philippines,Disneyland_HongKong
6457,247334091,1,2015-1,Argentina,Disneyland_HongKong
6458,247329119,5,2014-12,Switzerland,Disneyland_HongKong
6459,247312996,5,missing,India,Disneyland_HongKong
6460,247285597,5,missing,India,Disneyland_HongKong
6461,247201922,5,2014-12,India,Disneyland_HongKong
6462,247186022,5,missing,Singapore,Disneyland_HongKong
6463,247116913,5,2014-12,Philippines,Disneyland_HongKong
6464,247116644,5,2014-12,Indonesia,Disneyland_HongKong
6465,247101268,4,2014-12,United Kingdom,Disneyland_HongKong
6466,247021205,4,missing,United States,Disneyland_HongKong
6467,246900891,4,2014-12,India,Disneyland_HongKong
6468,246876841,3,2014-12,United Kingdom,Disneyland_HongKong
6469,246789926,5,2014-12,Indonesia,Disneyland_HongKong
6470,246778894,4,2015-1,Australia,Disneyland_HongKong
6471,246770193,5,2014-12,Hong Kong,Disneyland_HongKong
6472,246761382,5,2014-12,Australia,Disneyland_HongKong
6473,246717983,3,2014-7,United States,Disneyland_HongKong
6474,246619975,2,missing,Hong Kong,Disneyland_HongKong
6475,246616342,5,2014-12,Singapore,Disneyland_HongKong
6476,246520812,4,2014-12,India,Disneyland_HongKong
6477,246512824,5,2014-12,Philippines,Disneyland_HongKong
6478,246448657,5,2014-12,India,Disneyland_HongKong
6479,246448261,4,2014-12,Ireland,Disneyland_HongKong
6480,246409255,5,missing,Philippines,Disneyland_HongKong
6481,246331427,4,2014-12,Philippines,Disneyland_HongKong
6482,246158301,4,2014-12,Australia,Disneyland_HongKong
6483,246057355,4,2014-12,Malaysia,Disneyland_HongKong
6484,246042599,4,2014-12,Philippines,Disneyland_HongKong
6485,246021415,4,2014-12,United States,Disneyland_HongKong
6486,246019020,5,2014-12,Singapore,Disneyland_HongKong
6487,245998046,5,missing,Philippines,Disneyland_HongKong
6488,245957530,5,2014-11,Sweden,Disneyland_HongKong
6489,245938848,4,2014-12,Philippines,Disneyland_HongKong
6490,245909829,5,missing,Australia,Disneyland_HongKong
6491,245875152,3,2014-10,India,Disneyland_HongKong
6492,245871553,4,2014-12,Thailand,Disneyland_HongKong
6493,245852754,4,2014-12,Romania,Disneyland_HongKong
6494,245849346,2,2014-1,United States,Disneyland_HongKong
6495,245810414,5,missing,China,Disneyland_HongKong
6496,245713895,4,2014-12,China,Disneyland_HongKong
6497,245644642,3,2014-12,United Kingdom,Disneyland_HongKong
6498,245486150,4,missing,Australia,Disneyland_HongKong
6499,245460970,4,2014-12,Singapore,Disneyland_HongKong
6500,245435709,5,2014-12,India,Disneyland_HongKong
6501,245362271,3,2014-12,United Kingdom,Disneyland_HongKong
6502,245316590,5,2014-9,Germany,Disneyland_HongKong
6503,245298542,5,2014-1,Australia,Disneyland_HongKong
6504,245212543,5,2014-12,South Africa,Disneyland_HongKong
6505,245197554,3,2014-12,Canada,Disneyland_HongKong
6506,245179089,5,missing,Australia,Disneyland_HongKong
6507,245173775,3,2014-12,Malaysia,Disneyland_HongKong
6508,245118592,4,2014-12,Singapore,Disneyland_HongKong
6509,245115749,3,missing,India,Disneyland_HongKong
6510,245109874,5,2014-12,Singapore,Disneyland_HongKong
6511,245069921,4,missing,Singapore,Disneyland_HongKong
6512,245061019,5,2014-12,Malaysia,Disneyland_HongKong
6513,245025607,4,2014-12,Singapore,Disneyland_HongKong
6514,245019765,3,2014-12,Singapore,Disneyland_HongKong
6515,244962397,5,2014-4,India,Disneyland_HongKong
6516,244951318,5,missing,Singapore,Disneyland_HongKong
6517,244929248,5,2014-12,India,Disneyland_HongKong
6518,244900092,3,2014-1,Philippines,Disneyland_HongKong
6519,244897318,3,2014-1,South Korea,Disneyland_HongKong
6520,244891586,4,2014-1,Singapore,Disneyland_HongKong
6521,244876300,4,2014-10,New Zealand,Disneyland_HongKong
6522,244848126,5,2014-9,Canada,Disneyland_HongKong
6523,244840398,4,2014-3,United Arab Emirates,Disneyland_HongKong
6524,244760435,3,2014-12,Singapore,Disneyland_HongKong
6525,244719852,5,missing,Singapore,Disneyland_HongKong
6526,244690812,4,2014-9,Iran,Disneyland_HongKong
6527,244637162,5,2014-12,Malaysia,Disneyland_HongKong
6528,244632526,5,2014-10,Singapore,Disneyland_HongKong
6529,244577321,4,2014-12,Thailand,Disneyland_HongKong
6530,244505942,4,2014-3,Australia,Disneyland_HongKong
6531,244488408,5,2014-12,Singapore,Disneyland_HongKong
6532,244365455,5,2014-5,India,Disneyland_HongKong
6533,244358689,5,2014-10,India,Disneyland_HongKong
6534,244347991,5,2014-10,India,Disneyland_HongKong
6535,244228431,4,2014-8,Philippines,Disneyland_HongKong
6536,244082877,3,2014-7,Australia,Disneyland_HongKong
6537,243882939,5,2014-11,India,Disneyland_HongKong
6538,243848020,3,2014-11,Hong Kong,Disneyland_HongKong
6539,243831014,5,2014-3,Indonesia,Disneyland_HongKong
6540,243820112,5,2014-1,Philippines,Disneyland_HongKong
6541,243778299,4,2014-10,Australia,Disneyland_HongKong
6542,243777614,4,2014-7,Hong Kong,Disneyland_HongKong
6543,243776716,4,2014-9,Hong Kong,Disneyland_HongKong
6544,243776469,4,missing,Singapore,Disneyland_HongKong
6545,243776270,3,2014-11,Switzerland,Disneyland_HongKong
6546,243775879,3,2014-1,Hong Kong,Disneyland_HongKong
6547,243775686,4,2014-11,Hong Kong,Disneyland_HongKong
6548,243774746,2,2014-3,Hong Kong,Disneyland_HongKong
6549,243748708,5,2014-9,Australia,Disneyland_HongKong
6550,243737629,5,missing,Germany,Disneyland_HongKong
6551,243674889,5,2014-12,United Kingdom,Disneyland_HongKong
6552,243658306,5,2014-10,United Kingdom,Disneyland_HongKong
6553,243644355,2,missing,Germany,Disneyland_HongKong
6554,243576505,4,2014-12,Netherlands,Disneyland_HongKong
6555,243466885,4,2014-12,Jersey,Disneyland_HongKong
6556,243360255,5,missing,Philippines,Disneyland_HongKong
6557,243253683,5,missing,Australia,Disneyland_HongKong
6558,243179556,3,missing,Hong Kong,Disneyland_HongKong
6559,243168650,4,2014-12,Australia,Disneyland_HongKong
6560,243157653,3,2014-12,Malaysia,Disneyland_HongKong
6561,243146166,5,2014-12,Malaysia,Disneyland_HongKong
6562,243044251,5,2014-11,United Kingdom,Disneyland_HongKong
6563,242983456,5,2014-11,United States,Disneyland_HongKong
6564,242935652,5,2014-1,United States,Disneyland_HongKong
6565,242920284,5,missing,India,Disneyland_HongKong
6566,242868695,4,2014-11,United Kingdom,Disneyland_HongKong
6567,242868159,3,2014-11,Singapore,Disneyland_HongKong
6568,242842558,4,2014-9,Hong Kong,Disneyland_HongKong
6569,242766129,4,2014-10,Portugal,Disneyland_HongKong
6570,242709292,3,2014-11,United Kingdom,Disneyland_HongKong
6571,242681258,4,2014-11,Singapore,Disneyland_HongKong
6572,242632052,5,2014-11,United States,Disneyland_HongKong
6573,242592515,5,2014-11,United States,Disneyland_HongKong
6574,242589770,5,2014-10,Australia,Disneyland_HongKong
6575,242582395,4,2014-11,Philippines,Disneyland_HongKong
6576,242475116,5,2014-10,Australia,Disneyland_HongKong
6577,242448796,5,2014-11,Hong Kong,Disneyland_HongKong
6578,242416613,3,2014-12,Philippines,Disneyland_HongKong
6579,242223063,5,2014-11,Guam,Disneyland_HongKong
6580,242217269,5,2014-11,Australia,Disneyland_HongKong
6581,242085997,3,2014-11,United Kingdom,Disneyland_HongKong
6582,242009394,5,2014-11,Philippines,Disneyland_HongKong
6583,241919350,5,missing,Australia,Disneyland_HongKong
6584,241873554,4,missing,Cambodia,Disneyland_HongKong
6585,241858019,3,2014-11,Canada,Disneyland_HongKong
6586,241817015,4,2014-11,Singapore,Disneyland_HongKong
6587,241810622,5,2014-11,China,Disneyland_HongKong
6588,241786524,4,2014-11,United States,Disneyland_HongKong
6589,241780279,5,2014-11,Malaysia,Disneyland_HongKong
6590,241776569,5,missing,Australia,Disneyland_HongKong
6591,241711598,5,missing,Malaysia,Disneyland_HongKong
6592,241695862,4,2014-11,South Africa,Disneyland_HongKong
6593,241648220,4,2013-12,Australia,Disneyland_HongKong
6594,241581267,4,2014-11,United Kingdom,Disneyland_HongKong
6595,241579543,4,2014-11,Singapore,Disneyland_HongKong
6596,241431204,3,2014-11,South Africa,Disneyland_HongKong
6597,241392446,5,2014-11,Netherlands,Disneyland_HongKong
6598,241223222,5,2013-12,India,Disneyland_HongKong
6599,241028517,2,2014-2,Thailand,Disneyland_HongKong
6600,240966890,4,missing,Singapore,Disneyland_HongKong
6601,240921620,5,2013-12,Philippines,Disneyland_HongKong
6602,240917250,5,2014-3,Philippines,Disneyland_HongKong
6603,240862958,4,2014-11,United States,Disneyland_HongKong
6604,240760150,4,2014-5,New Zealand,Disneyland_HongKong
6605,240694576,5,missing,Australia,Disneyland_HongKong
6606,240677081,4,2013-12,Philippines,Disneyland_HongKong
6607,240672914,4,2014-11,India,Disneyland_HongKong
6608,240653908,3,2014-10,Hong Kong,Disneyland_HongKong
6609,240605832,5,2014-10,Ireland,Disneyland_HongKong
6610,240547834,5,2014-11,United Kingdom,Disneyland_HongKong
6611,240506052,5,2013-12,India,Disneyland_HongKong
6612,240489663,3,2014-11,Malaysia,Disneyland_HongKong
6613,240466304,5,2014-11,Philippines,Disneyland_HongKong
6614,240347711,5,2014-1,Switzerland,Disneyland_HongKong
6615,240235606,5,2014-10,India,Disneyland_HongKong
